State,Date,covidDeaths
Virginia,2021-02-27,1185
Virginia,2021-03-06,1137
Virginia,2021-03-13,466
Virginia,2021-03-20,119
Virginia,2021-03-27,74
Virginia,2021-04-03,109
Washington,2020-02-01,0
Washington,2020-02-08,0
Washington,2020-02-15,0
Washington,2020-02-22,0
Washington,2020-02-29,1
Washington,2020-03-07,15
Washington,2020-03-14,23
Washington,2020-03-21,55
Washington,2020-03-28,94
Washington,2020-04-04,210
Washington,2020-04-11,149
Washington,2020-04-18,119
Washington,2020-04-25,113
Washington,2020-05-02,83
Washington,2020-05-09,90
Washington,2020-05-16,72
Washington,2020-05-23,51
Washington,2020-05-30,42
Washington,2020-06-06,42
Washington,2020-06-13,48
Washington,2020-06-20,36
Washington,2020-06-27,45
Washington,2020-07-04,47
Washington,2020-07-11,65
Washington,2020-07-18,48
Washington,2020-07-25,74
Washington,2020-08-01,97
Washington,2020-08-08,92
Washington,2020-08-15,80
Washington,2020-08-22,54
Washington,2020-08-29,54
Washington,2020-09-05,43
Washington,2020-09-12,36
Washington,2020-09-19,48
Washington,2020-09-26,48
Washington,2020-10-03,49
Washington,2020-10-10,45
Washington,2020-10-17,43
Washington,2020-10-24,66
Washington,2020-10-31,68
Washington,2020-11-07,66
Washington,2020-11-14,82
Washington,2020-11-21,102
Washington,2020-11-28,119
Washington,2020-12-05,153
Washington,2020-12-12,74
Washington,2020-12-19,163
Washington,2020-12-26,80
Washington,2021-01-02,277
Washington,2021-01-09,237
Washington,2021-01-16,205
Washington,2021-01-23,211
Washington,2021-01-30,171
Washington,2021-02-06,164
Washington,2021-02-13,226
Washington,2021-02-20,147
Washington,2021-02-27,134
Washington,2021-03-06,85
Washington,2021-03-13,82
Washington,2021-03-20,51
Washington,2021-03-27,44
Washington,2021-04-03,60
West Virginia,2020-02-01,0
West Virginia,2020-02-08,0
West Virginia,2020-02-15,0
West Virginia,2020-02-22,0
West Virginia,2020-02-29,0
West Virginia,2020-03-07,0
West Virginia,2020-03-14,0
West Virginia,2020-03-21,0
West Virginia,2020-03-28,0
West Virginia,2020-04-04,2
West Virginia,2020-04-11,3
West Virginia,2020-04-18,11
West Virginia,2020-04-25,16
West Virginia,2020-05-02,16
West Virginia,2020-05-09,4
West Virginia,2020-05-16,12
West Virginia,2020-05-23,8
West Virginia,2020-05-30,3
West Virginia,2020-06-06,9
West Virginia,2020-06-13,4
West Virginia,2020-06-20,0
West Virginia,2020-06-27,5
West Virginia,2020-07-04,1
West Virginia,2020-07-11,2
West Virginia,2020-07-18,4
West Virginia,2020-07-25,3
West Virginia,2020-08-01,13
West Virginia,2020-08-08,15
West Virginia,2020-08-15,29
West Virginia,2020-08-22,17
West Virginia,2020-08-29,38
West Virginia,2020-09-05,31
West Virginia,2020-09-12,20
West Virginia,2020-09-19,45
West Virginia,2020-09-26,26
West Virginia,2020-10-03,26
West Virginia,2020-10-10,24
West Virginia,2020-10-17,14
West Virginia,2020-10-24,23
West Virginia,2020-10-31,35
West Virginia,2020-11-07,44
West Virginia,2020-11-14,71
West Virginia,2020-11-21,84
West Virginia,2020-11-28,60
West Virginia,2020-12-05,111
West Virginia,2020-12-12,137
West Virginia,2020-12-19,156
West Virginia,2020-12-26,131
West Virginia,2021-01-02,120
West Virginia,2021-01-09,197
West Virginia,2021-01-16,191
West Virginia,2021-01-23,111
West Virginia,2021-01-30,143
West Virginia,2021-02-06,104
West Virginia,2021-02-13,82
West Virginia,2021-02-20,53
West Virginia,2021-02-27,43
West Virginia,2021-03-06,26
West Virginia,2021-03-13,196
West Virginia,2021-03-20,81
West Virginia,2021-03-27,31
West Virginia,2021-04-03,62
Wisconsin,2020-02-01,0
Wisconsin,2020-02-08,0
Wisconsin,2020-02-15,0
Wisconsin,2020-02-22,0
Wisconsin,2020-02-29,0
Wisconsin,2020-03-07,0
Wisconsin,2020-03-14,0
Wisconsin,2020-03-21,4
Wisconsin,2020-03-28,18
Wisconsin,2020-04-04,80
Wisconsin,2020-04-11,75
Wisconsin,2020-04-18,72
Wisconsin,2020-04-25,50
Wisconsin,2020-05-02,75
Wisconsin,2020-05-09,60
Wisconsin,2020-05-16,54
Wisconsin,2020-05-23,68
Wisconsin,2020-05-30,89
Wisconsin,2020-06-06,45
Wisconsin,2020-06-13,44
Wisconsin,2020-06-20,38
Wisconsin,2020-06-27,35
Wisconsin,2020-07-04,20
Wisconsin,2020-07-11,20
Wisconsin,2020-07-18,32
Wisconsin,2020-07-25,54
Wisconsin,2020-08-01,48
Wisconsin,2020-08-08,62
Wisconsin,2020-08-15,51
Wisconsin,2020-08-22,37
Wisconsin,2020-08-29,47
Wisconsin,2020-09-05,40
Wisconsin,2020-09-12,43
Wisconsin,2020-09-19,35
Wisconsin,2020-09-26,61
Wisconsin,2020-10-03,86
Wisconsin,2020-10-10,125
Wisconsin,2020-10-17,193
Wisconsin,2020-10-24,278
Wisconsin,2020-10-31,300
Wisconsin,2020-11-07,209
Wisconsin,2020-11-14,191
Wisconsin,2020-11-21,404
Wisconsin,2020-11-28,321
Wisconsin,2020-12-05,470
Wisconsin,2020-12-12,390
Wisconsin,2020-12-19,398
Wisconsin,2020-12-26,307
Wisconsin,2021-01-02,227
Wisconsin,2021-01-09,311
Wisconsin,2021-01-16,338
Wisconsin,2021-01-23,279
Wisconsin,2021-01-30,246
Wisconsin,2021-02-06,181
Wisconsin,2021-02-13,133
Wisconsin,2021-02-20,127
Wisconsin,2021-02-27,143
Wisconsin,2021-03-06,89
Wisconsin,2021-03-13,75
Wisconsin,2021-03-20,62
Wisconsin,2021-03-27,34
Wisconsin,2021-04-03,67
Wyoming,2020-02-01,0
Wyoming,2020-02-08,0
Wyoming,2020-02-15,0
Wyoming,2020-02-22,0
Wyoming,2020-02-29,0
Wyoming,2020-03-07,0
Wyoming,2020-03-14,0
Wyoming,2020-03-21,0
Wyoming,2020-03-28,0
Wyoming,2020-04-04,0
Wyoming,2020-04-11,0
Wyoming,2020-04-18,2
Wyoming,2020-04-25,5
Wyoming,2020-05-02,0
Wyoming,2020-05-09,0
Wyoming,2020-05-16,0
Wyoming,2020-05-23,5
Wyoming,2020-05-30,4
Wyoming,2020-06-06,1
Wyoming,2020-06-13,1
Wyoming,2020-06-20,2
Wyoming,2020-06-27,0
Wyoming,2020-07-04,0
Wyoming,2020-07-11,1
Wyoming,2020-07-18,3
Wyoming,2020-07-25,1
Wyoming,2020-08-01,1
Wyoming,2020-08-08,2
Wyoming,2020-08-15,2
Wyoming,2020-08-22,7
Wyoming,2020-08-29,0
Wyoming,2020-09-05,5
Wyoming,2020-09-12,0
Wyoming,2020-09-19,7
Wyoming,2020-09-26,1
Wyoming,2020-10-03,3
Wyoming,2020-10-10,1
Wyoming,2020-10-17,3
Wyoming,2020-10-24,11
Wyoming,2020-10-31,19
Wyoming,2020-11-07,27
Wyoming,2020-11-14,30
Wyoming,2020-11-21,32
Wyoming,2020-11-28,39
Wyoming,2020-12-05,51
Wyoming,2020-12-12,55
Wyoming,2020-12-19,30
Wyoming,2020-12-26,22
Wyoming,2021-01-02,65
Wyoming,2021-01-09,51
Wyoming,2021-01-16,33
Wyoming,2021-01-23,49
Wyoming,2021-01-30,25
Wyoming,2021-02-06,28
Wyoming,2021-02-13,23
Wyoming,2021-02-20,15
Wyoming,2021-02-27,9
Wyoming,2021-03-06,11
Wyoming,2021-03-13,9
Wyoming,2021-03-20,2
Wyoming,2021-03-27,2
Wyoming,2021-04-03,5
